cpd,km,protein,rsq,vmax
S4353,0.01,BM3 Heme A82F/F87V,0.3,0.0
S4360,0.44,BM3 Heme A82F/F87V,0.29,1.95
S4365,0.5,BM3 Heme A82F/F87V,0.42,1.59
S4372,0.1,BM3 Heme A82F/F87V,0.52,0.0
S4376,0.09,BM3 Heme A82F/F87V,0.23,0.43
S4384,0.01,BM3 Heme A82F/F87V,0.41,0.04
S4235,0.03,BM3 Heme A82F/F87V,0.67,0.09
S4240,0.46,BM3 Heme A82F/F87V,0.28,2.13
S4245,0.29,BM3 Heme A82F/F87V,0.22,1.43
S4285,0.04,BM3 Heme A82F/F87V,0.51,0.0
S4305,0.03,BM3 Heme A82F/F87V,0.56,0.04
S4314,0.03,BM3 Heme A82F/F87V,0.64,0.08
S4327,0.02,BM3 Heme A82F/F87V,0.49,0.0
S4335,0.45,BM3 Heme A82F/F87V,0.34,1.53
S4341,0.04,BM3 Heme A82F/F87V,0.55,0.11
S4348,0.17,BM3 Heme A82F/F87V,0.19,0.8
S4357,0.02,BM3 Heme A82F/F87V,0.17,0.11
S4362,1.22,BM3 Heme A82F/F87V,0.61,3.57
S4368,0.1,BM3 Heme A82F/F87V,0.78,0.27
S4373,0.09,BM3 Heme A82F/F87V,0.85,0.0
S4377,0.77,BM3 Heme A82F/F87V,0.35,3.14
S4385,0.02,BM3 Heme A82F/F87V,0.44,0.0
S4386,0.01,BM3 Heme A82F/F87V,0.26,0.0
S4394,0.01,BM3 Heme A82F/F87V,0.21,0.04
S4402,0.03,BM3 Heme A82F/F87V,0.49,0.1
S4414,0.02,BM3 Heme A82F/F87V,0.47,0.06
S5003,0.01,BM3 Heme A82F/F87V,0.2,0.0
S4389,1.0,BM3 Heme A82F/F87V,0.36,4.06
S4397,0.01,BM3 Heme A82F/F87V,0.32,0.0
S4404,0.02,BM3 Heme A82F/F87V,0.55,0.0
S4416,0.02,BM3 Heme A82F/F87V,0.41,0.0
S5004,0.14,BM3 Heme A82F/F87V,0.93,0.33
S4390,0.01,BM3 Heme A82F/F87V,0.49,0.03
S4398,0.01,BM3 Heme A82F/F87V,0.44,0.04
S4407,0.01,BM3 Heme A82F/F87V,0.38,0.0
S4505,0.01,BM3 Heme A82F/F87V,0.3,0.04
S4391,0.01,BM3 Heme A82F/F87V,0.56,0.03
S4401,0.02,BM3 Heme A82F/F87V,0.57,0.0
S4408,0.02,BM3 Heme A82F/F87V,0.54,0.07
S5001,0.12,BM3 Heme A82F/F87V,0.86,0.29
S1241,0.02,BM3 Heme A82F/F87V,0.3,0.0
S1251,0.03,BM3 Heme A82F/F87V,0.51,0.06
S1257,0.11,BM3 Heme A82F/F87V,0.95,0.0
S1261,0.13,BM3 Heme A82F/F87V,0.13,0.82
S1278,0.01,BM3 Heme A82F/F87V,0.29,0.0
S1283,0.11,BM3 Heme A82F/F87V,0.97,0.0
S1288,0.01,BM3 Heme A82F/F87V,0.27,0.07
S1294,0.18,BM3 Heme A82F/F87V,0.4,0.7
S1304,0.11,BM3 Heme A82F/F87V,0.2,0.6
S1324,0.02,BM3 Heme A82F/F87V,0.3,0.08
S1330,0.1,BM3 Heme A82F/F87V,0.81,0.0
S1336,0.03,BM3 Heme A82F/F87V,0.6,0.08
S1351,0.11,BM3 Heme A82F/F87V,0.68,0.0
S1357,0.12,BM3 Heme A82F/F87V,0.8,0.0
S1374,0.02,BM3 Heme A82F/F87V,0.63,0.04
S1379,0.01,BM3 Heme A82F/F87V,0.34,0.0
S1243,0.02,BM3 Heme A82F/F87V,0.46,0.06
S1252,0.03,BM3 Heme A82F/F87V,0.44,0.08
S1258,0.02,BM3 Heme A82F/F87V,0.16,0.11
S1267,0.02,BM3 Heme A82F/F87V,0.41,0.09
S1280,0.01,BM3 Heme A82F/F87V,0.28,0.0
S1284,0.03,BM3 Heme A82F/F87V,0.68,0.0
S1289,0.11,BM3 Heme A82F/F87V,0.12,0.74
S1299,0.02,BM3 Heme A82F/F87V,0.76,0.06
S1305,0.78,BM3 Heme A82F/F87V,0.39,3.07
S1326,0.05,BM3 Heme A82F/F87V,0.74,0.0
S1331,0.02,BM3 Heme A82F/F87V,0.11,0.12
S1340,0.11,BM3 Heme A82F/F87V,0.9,0.18
S1353,0.09,BM3 Heme A82F/F87V,0.72,0.0
S1358,0.02,BM3 Heme A82F/F87V,0.29,0.08
S1376,0.01,BM3 Heme A82F/F87V,0.31,0.03
S1380,0.01,BM3 Heme A82F/F87V,0.33,0.0
S1247,0.01,BM3 Heme A82F/F87V,0.35,0.0
S1255,0.51,BM3 Heme A82F/F87V,0.28,2.35
S1259,0.01,BM3 Heme A82F/F87V,0.18,0.05
S1271,0.02,BM3 Heme A82F/F87V,0.47,0.0
S1281,0.01,BM3 Heme A82F/F87V,0.16,0.06
S1286,0.02,BM3 Heme A82F/F87V,0.84,0.0
S1291,0.13,BM3 Heme A82F/F87V,0.14,0.79
S1300,0.01,BM3 Heme A82F/F87V,0.29,0.0
S1312,0.76,BM3 Heme A82F/F87V,0.3,3.44
S1328,0.4,BM3 Heme A82F/F87V,0.41,1.39
S1332,0.42,BM3 Heme A82F/F87V,0.28,1.91
S1342,0.03,BM3 Heme A82F/F87V,0.28,0.0
S1354,0.05,BM3 Heme A82F/F87V,0.66,0.0
S1359,0.12,BM3 Heme A82F/F87V,0.8,0.0
S1377,3.05,BM3 Heme A82F/F87V,0.45,11.35
S1381,0.34,BM3 Heme A82F/F87V,0.35,1.34
S1250,0.17,BM3 Heme A82F/F87V,0.24,0.7
S1256,0.02,BM3 Heme A82F/F87V,0.59,0.0
S1260,0.05,BM3 Heme A82F/F87V,0.2,0.25
S1276,0.02,BM3 Heme A82F/F87V,0.71,0.0
S1282,0.01,BM3 Heme A82F/F87V,0.16,0.0
S1287,0.02,BM3 Heme A82F/F87V,0.85,0.0
S1293,0.04,BM3 Heme A82F/F87V,0.28,0.19
S1302,0.01,BM3 Heme A82F/F87V,0.77,0.02
S1322,1.91,BM3 Heme A82F/F87V,0.42,7.42
S1329,0.03,BM3 Heme A82F/F87V,0.64,0.07
S1333,0.17,BM3 Heme A82F/F87V,0.96,0.0
S1344,0.01,BM3 Heme A82F/F87V,0.23,0.0
S1356,0.02,BM3 Heme A82F/F87V,0.28,0.0
S1368,0.04,BM3 Heme A82F/F87V,0.59,0.0
S1378,0.01,BM3 Heme A82F/F87V,0.36,0.04
S1382,0.01,BM3 Heme A82F/F87V,0.43,0.0
S1385,0.5,BM3 Heme A82F/F87V,0.28,2.24
S1391,0.11,BM3 Heme A82F/F87V,0.96,0.0
S1398,0.02,BM3 Heme A82F/F87V,0.36,0.05
S1404,0.02,BM3 Heme A82F/F87V,0.32,0.08
S1409,0.01,BM3 Heme A82F/F87V,0.37,0.02
S1430,0.01,BM3 Heme A82F/F87V,0.53,0.03
S1437,0.03,BM3 Heme A82F/F87V,0.47,0.08
S1442,0.01,BM3 Heme A82F/F87V,0.16,0.05
S1457,0.09,BM3 Heme A82F/F87V,0.86,0.0
S1467,0.11,BM3 Heme A82F/F87V,0.96,0.0
S1490,0.01,BM3 Heme A82F/F87V,0.16,0.0
S1501,0.03,BM3 Heme A82F/F87V,0.19,0.13
S1508,0.1,BM3 Heme A82F/F87V,0.36,0.36
S1538,0.03,BM3 Heme A82F/F87V,0.2,0.17
S1550,0.02,BM3 Heme A82F/F87V,0.51,0.06
S1578,0.2,BM3 Heme A82F/F87V,0.42,0.72
S1386,0.02,BM3 Heme A82F/F87V,0.53,0.06
S1394,0.03,BM3 Heme A82F/F87V,0.38,0.1
S1400,0.01,BM3 Heme A82F/F87V,0.61,0.03
S1405,0.38,BM3 Heme A82F/F87V,0.23,1.93
S1415,0.01,BM3 Heme A82F/F87V,0.61,0.0
S1431,0.01,BM3 Heme A82F/F87V,0.39,0.03
S1438,0.01,BM3 Heme A82F/F87V,0.52,0.04
S1443,0.12,BM3 Heme A82F/F87V,0.93,0.0
S1464,0.2,BM3 Heme A82F/F87V,0.33,0.83
S1468,0.03,BM3 Heme A82F/F87V,0.3,0.0
S1491,0.02,BM3 Heme A82F/F87V,0.2,0.09
S1502,0.1,BM3 Heme A82F/F87V,0.67,0.23
S1512,0.04,BM3 Heme A82F/F87V,0.2,0.0
S1540,0.02,BM3 Heme A82F/F87V,0.42,0.09
S1567,0.06,BM3 Heme A82F/F87V,0.18,0.27
S1593,0.01,BM3 Heme A82F/F87V,0.28,0.07
S1389,0.01,BM3 Heme A82F/F87V,0.34,0.04
S1396,1.79,BM3 Heme A82F/F87V,0.44,6.64
S1401,0.02,BM3 Heme A82F/F87V,0.56,0.06
S1407,0.01,BM3 Heme A82F/F87V,0.25,0.06
S1425,0.36,BM3 Heme A82F/F87V,0.2,1.96
S1432,0.19,BM3 Heme A82F/F87V,0.52,0.59
S1439,0.12,BM3 Heme A82F/F87V,0.16,0.68
S1444,0.16,BM3 Heme A82F/F87V,0.2,0.83
S1465,0.06,BM3 Heme A82F/F87V,0.69,0.0
S1483,0.15,BM3 Heme A82F/F87V,0.97,0.0
S1497,0.04,BM3 Heme A82F/F87V,0.31,0.19
S1504,0.03,BM3 Heme A82F/F87V,0.3,0.0
S1514,0.03,BM3 Heme A82F/F87V,0.41,0.0
S1547,0.03,BM3 Heme A82F/F87V,0.41,0.1
S1569,0.01,BM3 Heme A82F/F87V,0.51,0.0
S1601,0.12,BM3 Heme A82F/F87V,0.95,0.0
S1390,0.23,BM3 Heme A82F/F87V,0.23,0.94
S1397,0.01,BM3 Heme A82F/F87V,0.23,0.0
S1403,0.02,BM3 Heme A82F/F87V,0.77,0.05
S1408,0.32,BM3 Heme A82F/F87V,0.19,1.71
S1426,0.26,BM3 Heme A82F/F87V,0.23,1.25
S1436,0.02,BM3 Heme A82F/F87V,0.43,0.0
S1441,0.02,BM3 Heme A82F/F87V,0.34,0.09
S1445,0.01,BM3 Heme A82F/F87V,0.25,0.0
S1466,0.11,BM3 Heme A82F/F87V,0.15,0.64
S1488,0.01,BM3 Heme A82F/F87V,0.52,0.03
S1500,0.02,BM3 Heme A82F/F87V,0.56,0.06
S1505,0.34,BM3 Heme A82F/F87V,0.24,1.68
S1517,0.69,BM3 Heme A82F/F87V,0.25,3.33
S1549,0.05,BM3 Heme A82F/F87V,0.98,0.0
S1576,0.02,BM3 Heme A82F/F87V,0.43,0.06
S1603,0.13,BM3 Heme A82F/F87V,0.99,0.18
S1604,0.1,BM3 Heme A82F/F87V,0.83,0.0
S1608,0.03,BM3 Heme A82F/F87V,0.46,0.1
S1613,0.03,BM3 Heme A82F/F87V,0.31,0.11
S1619,0.01,BM3 Heme A82F/F87V,0.49,0.05
S1625,0.08,BM3 Heme A82F/F87V,0.17,0.43
S1629,0.18,BM3 Heme A82F/F87V,0.23,0.84
S1636,0.15,BM3 Heme A82F/F87V,0.75,0.39
S1641,0.06,BM3 Heme A82F/F87V,0.16,0.32
S1646,0.08,BM3 Heme A82F/F87V,0.63,0.0
S1652,0.07,BM3 Heme A82F/F87V,0.68,0.0
S1657,0.01,BM3 Heme A82F/F87V,0.39,0.0
S1666,0.09,BM3 Heme A82F/F87V,0.93,0.0
S1672,0.05,BM3 Heme A82F/F87V,0.27,0.22
S1679,0.1,BM3 Heme A82F/F87V,0.8,0.0
S1685,0.02,BM3 Heme A82F/F87V,0.35,0.0
S1691,0.21,BM3 Heme A82F/F87V,0.66,0.6
S1605,0.1,BM3 Heme A82F/F87V,0.97,0.0
S1609,0.03,BM3 Heme A82F/F87V,0.3,0.0
S1614,0.06,BM3 Heme A82F/F87V,0.4,0.23
S1620,0.28,BM3 Heme A82F/F87V,0.14,1.76
S1626,0.12,BM3 Heme A82F/F87V,0.94,0.0
S1630,0.47,BM3 Heme A82F/F87V,0.29,2.03
S1638,0.34,BM3 Heme A82F/F87V,0.36,1.3
S1643,0.02,BM3 Heme A82F/F87V,0.64,0.0
S1647,0.08,BM3 Heme A82F/F87V,0.88,0.2
S1653,0.05,BM3 Heme A82F/F87V,0.48,0.0
S1658,0.13,BM3 Heme A82F/F87V,0.15,0.76
S1667,0.11,BM3 Heme A82F/F87V,0.68,0.29
S1673,0.04,BM3 Heme A82F/F87V,0.54,0.0
S1680,0.12,BM3 Heme A82F/F87V,0.62,0.36
S1688,0.11,BM3 Heme A82F/F87V,0.96,0.24
S1692,0.2,BM3 Heme A82F/F87V,0.75,0.56
S1606,0.01,BM3 Heme A82F/F87V,0.31,0.05
S1610,0.36,BM3 Heme A82F/F87V,0.13,2.42
S1615,0.09,BM3 Heme A82F/F87V,0.2,0.44
S1622,0.06,BM3 Heme A82F/F87V,0.09,0.43
S1627,0.18,BM3 Heme A82F/F87V,0.36,0.73
S1633,0.13,BM3 Heme A82F/F87V,0.29,0.53
S1639,0.05,BM3 Heme A82F/F87V,0.37,0.18
S1644,0.13,BM3 Heme A82F/F87V,0.6,0.0
S1649,0.04,BM3 Heme A82F/F87V,0.39,0.0
S1654,0.15,BM3 Heme A82F/F87V,0.58,0.47
S1662,0.05,BM3 Heme A82F/F87V,0.49,0.16
S1669,0.05,BM3 Heme A82F/F87V,0.32,0.0
S1676,0.05,BM3 Heme A82F/F87V,0.32,0.21
S1681,0.24,BM3 Heme A82F/F87V,0.83,0.55
S1689,0.1,BM3 Heme A82F/F87V,0.28,0.42
S1693,0.16,BM3 Heme A82F/F87V,0.54,0.0
S1607,0.01,BM3 Heme A82F/F87V,0.26,0.06
S1611,0.03,BM3 Heme A82F/F87V,0.27,0.11
S1618,0.02,BM3 Heme A82F/F87V,0.36,0.0
S1623,1.42,BM3 Heme A82F/F87V,0.39,5.33
S1628,0.01,BM3 Heme A82F/F87V,0.57,0.0
S1635,0.02,BM3 Heme A82F/F87V,0.29,0.09
S1640,0.02,BM3 Heme A82F/F87V,0.53,0.05
S1645,0.01,BM3 Heme A82F/F87V,0.49,0.04
S1651,0.37,BM3 Heme A82F/F87V,0.23,1.78
S1655,0.14,BM3 Heme A82F/F87V,0.98,0.0
S1665,0.02,BM3 Heme A82F/F87V,0.25,0.09
S1671,0.12,BM3 Heme A82F/F87V,0.67,0.0
S1677,0.12,BM3 Heme A82F/F87V,0.78,0.0
S1683,0.03,BM3 Heme A82F/F87V,0.13,0.17
S1690,0.35,BM3 Heme A82F/F87V,0.41,1.29
S1696,0.03,BM3 Heme A82F/F87V,0.58,0.0
S1701,0.05,BM3 Heme A82F/F87V,0.14,0.32
S1705,0.07,BM3 Heme A82F/F87V,0.74,0.18
S1712,0.13,BM3 Heme A82F/F87V,0.91,0.3
S1716,0.02,BM3 Heme A82F/F87V,0.31,0.06
S1723,0.16,BM3 Heme A82F/F87V,0.77,0.41
S1702,0.01,BM3 Heme A82F/F87V,0.38,0.06
S1706,0.09,BM3 Heme A82F/F87V,0.48,0.3
S1713,0.43,BM3 Heme A82F/F87V,0.3,1.84
S1718,0.09,BM3 Heme A82F/F87V,0.84,0.0
S1725,0.01,BM3 Heme A82F/F87V,0.53,0.02
S1703,0.35,BM3 Heme A82F/F87V,0.27,1.6
S1708,0.05,BM3 Heme A82F/F87V,0.3,0.15
S1714,0.04,BM3 Heme A82F/F87V,0.42,0.12
S1719,0.02,BM3 Heme A82F/F87V,0.66,0.0
S1704,0.01,BM3 Heme A82F/F87V,0.24,0.05
S1709,0.04,BM3 Heme A82F/F87V,0.16,0.22
S1715,0.03,BM3 Heme A82F/F87V,0.26,0.0
S1721,0.18,BM3 Heme A82F/F87V,0.39,0.69
S1878,0.02,BM3 Heme A82F/F87V,0.42,0.06
S1884,0.06,BM3 Heme A82F/F87V,0.22,0.26
S1891,0.03,BM3 Heme A82F/F87V,0.58,0.1
S1897,0.03,BM3 Heme A82F/F87V,0.77,0.07
S1903,0.01,BM3 Heme A82F/F87V,0.62,0.0
S1908,0.05,BM3 Heme A82F/F87V,0.24,0.22
S1914,0.08,BM3 Heme A82F/F87V,0.19,0.44
S1920,0.11,BM3 Heme A82F/F87V,0.93,0.0
S1933,0.02,BM3 Heme A82F/F87V,0.32,0.0
S1941,0.03,BM3 Heme A82F/F87V,0.38,0.1
S1957,0.1,BM3 Heme A82F/F87V,0.7,0.0
S1962,0.11,BM3 Heme A82F/F87V,0.84,0.0
S1971,0.05,BM3 Heme A82F/F87V,0.52,0.13
S1978,0.03,BM3 Heme A82F/F87V,0.38,0.09
S1988,0.11,BM3 Heme A82F/F87V,0.93,0.0
S2003,0.02,BM3 Heme A82F/F87V,0.44,0.0
S1880,0.02,BM3 Heme A82F/F87V,0.25,0.0
S1885,0.54,BM3 Heme A82F/F87V,0.22,2.81
S1894,0.1,BM3 Heme A82F/F87V,0.98,0.0
S1898,0.11,BM3 Heme A82F/F87V,0.89,0.13
S1904,0.37,BM3 Heme A82F/F87V,0.24,1.8
S1909,0.01,BM3 Heme A82F/F87V,0.16,0.06
S1915,0.01,BM3 Heme A82F/F87V,0.77,0.0
S1921,0.02,BM3 Heme A82F/F87V,0.53,0.06
S1934,0.08,BM3 Heme A82F/F87V,0.41,0.29
S1949,0.12,BM3 Heme A82F/F87V,0.91,0.0
S1958,0.09,BM3 Heme A82F/F87V,0.69,0.0
S1964,0.1,BM3 Heme A82F/F87V,0.8,0.0
S1972,0.39,BM3 Heme A82F/F87V,0.3,1.61
S1979,0.82,BM3 Heme A82F/F87V,0.23,4.37
S1992,0.09,BM3 Heme A82F/F87V,0.31,0.36
S2005,0.02,BM3 Heme A82F/F87V,0.34,0.06
S1881,0.02,BM3 Heme A82F/F87V,0.3,0.0
S1888,0.03,BM3 Heme A82F/F87V,0.49,0.1
S1895,0.29,BM3 Heme A82F/F87V,0.47,0.89
S1899,0.01,BM3 Heme A82F/F87V,0.67,0.0
S1905,0.28,BM3 Heme A82F/F87V,0.26,1.3
S1910,0.42,BM3 Heme A82F/F87V,0.22,2.11
S1916,0.01,BM3 Heme A82F/F87V,0.16,0.06
S1928,0.12,BM3 Heme A82F/F87V,0.95,0.28
S1937,0.02,BM3 Heme A82F/F87V,0.43,0.0
S1952,0.04,BM3 Heme A82F/F87V,0.27,0.15
S1959,0.15,BM3 Heme A82F/F87V,0.88,0.0
S1965,0.03,BM3 Heme A82F/F87V,0.46,0.1
S1974,0.12,BM3 Heme A82F/F87V,0.93,0.0
S1983,0.02,BM3 Heme A82F/F87V,0.18,0.09
S1994,0.84,BM3 Heme A82F/F87V,0.29,3.89
S2006,0.03,BM3 Heme A82F/F87V,0.38,0.0
S1883,0.01,BM3 Heme A82F/F87V,0.38,0.03
S1890,0.13,BM3 Heme A82F/F87V,0.81,0.32
S1896,0.11,BM3 Heme A82F/F87V,0.99,0.0
S1902,0.51,BM3 Heme A82F/F87V,0.33,2.2
S1907,0.01,BM3 Heme A82F/F87V,0.51,0.04
S1913,0.04,BM3 Heme A82F/F87V,0.63,0.1
S1917,0.19,BM3 Heme A82F/F87V,0.27,0.81
S1929,0.11,BM3 Heme A82F/F87V,0.83,0.26
S1940,0.03,BM3 Heme A82F/F87V,0.49,0.0
S1956,0.47,BM3 Heme A82F/F87V,0.23,2.07
S1960,0.04,BM3 Heme A82F/F87V,0.35,0.0
S1969,0.02,BM3 Heme A82F/F87V,0.49,0.0
S1975,0.13,BM3 Heme A82F/F87V,0.22,0.65
S1987,0.13,BM3 Heme A82F/F87V,0.15,0.74
S2001,0.21,BM3 Heme A82F/F87V,0.24,1.02
S2007,0.16,BM3 Heme A82F/F87V,0.19,0.83
S2011,0.03,BM3 Heme A82F/F87V,0.85,0.09
S2020,0.11,BM3 Heme A82F/F87V,0.92,0.0
S2026,0.01,BM3 Heme A82F/F87V,0.49,0.0
S2031,0.72,BM3 Heme A82F/F87V,0.28,3.31
S2037,0.24,BM3 Heme A82F/F87V,0.22,1.12
S2043,0.12,BM3 Heme A82F/F87V,0.94,0.0
S2047,0.12,BM3 Heme A82F/F87V,0.94,0.0
S2054,0.04,BM3 Heme A82F/F87V,0.25,0.19
S2059,0.09,BM3 Heme A82F/F87V,0.79,0.0
S2064,0.03,BM3 Heme A82F/F87V,0.46,0.11
S2069,0.5,BM3 Heme A82F/F87V,0.25,2.42
S2078,0.01,BM3 Heme A82F/F87V,0.25,0.05
S2084,0.12,BM3 Heme A82F/F87V,0.78,0.32
S2090,0.05,BM3 Heme A82F/F87V,0.46,0.15
S2097,0.11,BM3 Heme A82F/F87V,0.09,0.85
S2102,0.1,BM3 Heme A82F/F87V,0.89,0.0
S2015,0.01,BM3 Heme A82F/F87V,0.38,0.0
S2021,0.06,BM3 Heme A82F/F87V,0.12,0.37
S2028,0.01,BM3 Heme A82F/F87V,0.41,0.05
S2032,0.12,BM3 Heme A82F/F87V,0.95,0.0
S2038,0.02,BM3 Heme A82F/F87V,0.61,0.05
S2044,0.02,BM3 Heme A82F/F87V,0.35,0.06
S2051,0.01,BM3 Heme A82F/F87V,0.22,0.04
S2055,0.02,BM3 Heme A82F/F87V,0.42,0.06
S2060,0.02,BM3 Heme A82F/F87V,0.27,0.0
S2065,0.05,BM3 Heme A82F/F87V,0.42,0.16
S2074,0.01,BM3 Heme A82F/F87V,0.33,0.04
S2079,0.11,BM3 Heme A82F/F87V,0.92,0.0
S2085,0.09,BM3 Heme A82F/F87V,0.84,0.0
S2091,0.03,BM3 Heme A82F/F87V,0.35,0.0
S2098,0.11,BM3 Heme A82F/F87V,0.98,0.0
S2103,0.1,BM3 Heme A82F/F87V,0.87,0.27
S2016,0.01,BM3 Heme A82F/F87V,0.2,0.03
S2024,0.02,BM3 Heme A82F/F87V,0.4,0.08
S2029,0.11,BM3 Heme A82F/F87V,0.99,0.09
S2035,4.1,BM3 Heme A82F/F87V,0.61,11.94
S2040,1.77,BM3 Heme A82F/F87V,0.43,6.96
S2045,0.01,BM3 Heme A82F/F87V,0.45,0.04
S2052,0.12,BM3 Heme A82F/F87V,0.98,0.25
S2057,0.12,BM3 Heme A82F/F87V,0.89,0.28
S2061,0.03,BM3 Heme A82F/F87V,0.33,0.0
S2066,0.03,BM3 Heme A82F/F87V,0.46,0.1
S2075,0.08,BM3 Heme A82F/F87V,0.48,0.28
S2080,0.39,BM3 Heme A82F/F87V,0.25,1.91
S2086,0.03,BM3 Heme A82F/F87V,0.6,0.0
S2092,0.14,BM3 Heme A82F/F87V,0.85,0.0
S2099,0.1,BM3 Heme A82F/F87V,0.9,0.24
S2104,0.02,BM3 Heme A82F/F87V,0.65,0.0
S2017,0.63,BM3 Heme A82F/F87V,0.29,2.74
S2025,0.03,BM3 Heme A82F/F87V,0.6,0.0
S2030,0.36,BM3 Heme A82F/F87V,0.22,1.8
S2036,0.04,BM3 Heme A82F/F87V,0.6,0.0
S2041,0.02,BM3 Heme A82F/F87V,0.22,0.06
S2046,0.06,BM3 Heme A82F/F87V,0.28,0.27
S2053,0.01,BM3 Heme A82F/F87V,0.55,0.04
S2058,0.05,BM3 Heme A82F/F87V,0.1,0.37
S2062,0.01,BM3 Heme A82F/F87V,0.24,0.04
S2067,0.03,BM3 Heme A82F/F87V,0.11,0.21
S2077,0.16,BM3 Heme A82F/F87V,0.9,0.0
S2082,0.16,BM3 Heme A82F/F87V,0.57,0.52
S2087,0.11,BM3 Heme A82F/F87V,0.81,0.28
S2096,0.14,BM3 Heme A82F/F87V,0.76,0.17
S2101,0.02,BM3 Heme A82F/F87V,0.48,0.0
S2108,1.2,BM3 Heme A82F/F87V,0.37,4.87
S2109,0.03,BM3 Heme A82F/F87V,0.9,0.07
S2116,0.05,BM3 Heme A82F/F87V,0.23,0.21
S2121,0.6,BM3 Heme A82F/F87V,0.31,2.61
S2126,0.34,BM3 Heme A82F/F87V,0.21,1.76
S2131,0.01,BM3 Heme A82F/F87V,0.4,0.03
S2169,0.1,BM3 Heme A82F/F87V,0.98,0.23
S2217,0.01,BM3 Heme A82F/F87V,0.76,0.03
S2233,0.1,BM3 Heme A82F/F87V,0.97,0.23
S2328,0.23,BM3 Heme A82F/F87V,0.2,1.24
S2408,0.11,BM3 Heme A82F/F87V,0.15,0.66
S2412,0.8,BM3 Heme A82F/F87V,0.37,3.17
S2451,0.04,BM3 Heme A82F/F87V,0.39,0.0
S2455,1.68,BM3 Heme A82F/F87V,0.43,6.45
S2459,0.11,BM3 Heme A82F/F87V,0.95,0.25
S2467,0.01,BM3 Heme A82F/F87V,0.77,0.0
S2475,0.02,BM3 Heme A82F/F87V,0.39,0.05
S2111,0.02,BM3 Heme A82F/F87V,0.37,0.0
S2118,0.24,BM3 Heme A82F/F87V,0.22,1.16
S2123,0.01,BM3 Heme A82F/F87V,0.37,0.04
S2127,0.3,BM3 Heme A82F/F87V,0.18,1.63
S2152,0.02,BM3 Heme A82F/F87V,0.29,0.09
S2199,0.01,BM3 Heme A82F/F87V,0.37,0.04
S2221,0.12,BM3 Heme A82F/F87V,0.97,0.13
S2240,0.11,BM3 Heme A82F/F87V,0.2,0.49
S2376,0.01,BM3 Heme A82F/F87V,0.29,0.04
S2409,0.04,BM3 Heme A82F/F87V,0.63,0.0
S2413,0.11,BM3 Heme A82F/F87V,0.77,0.3
S2452,0.1,BM3 Heme A82F/F87V,0.77,0.26
S2456,0.1,BM3 Heme A82F/F87V,0.77,0.0
S2460,0.12,BM3 Heme A82F/F87V,0.99,0.0
S2468,0.04,BM3 Heme A82F/F87V,0.21,0.23
S2476,0.03,BM3 Heme A82F/F87V,0.46,0.0
S2113,0.01,BM3 Heme A82F/F87V,0.34,0.0
S2119,0.01,BM3 Heme A82F/F87V,0.14,0.06
S2124,0.02,BM3 Heme A82F/F87V,0.15,0.09
S2128,0.63,BM3 Heme A82F/F87V,0.25,3.03
S2154,0.01,BM3 Heme A82F/F87V,0.4,0.03
S2205,0.01,BM3 Heme A82F/F87V,0.46,0.03
S2225,0.01,BM3 Heme A82F/F87V,0.9,0.0
S2264,0.11,BM3 Heme A82F/F87V,0.97,0.24
S2381,0.02,BM3 Heme A82F/F87V,0.4,0.0
S2410,0.02,BM3 Heme A82F/F87V,0.14,0.0
S2443,0.02,BM3 Heme A82F/F87V,0.37,0.0
S2453,0.16,BM3 Heme A82F/F87V,0.19,0.72
S2457,0.42,BM3 Heme A82F/F87V,0.27,1.87
S2461,0.13,BM3 Heme A82F/F87V,0.66,0.4
S2470,0.02,BM3 Heme A82F/F87V,0.16,0.0
S2479,0.02,BM3 Heme A82F/F87V,0.64,0.06
S2114,0.01,BM3 Heme A82F/F87V,0.46,0.02
S2120,0.02,BM3 Heme A82F/F87V,0.51,0.0
S2125,0.01,BM3 Heme A82F/F87V,0.48,0.0
S2130,0.03,BM3 Heme A82F/F87V,0.3,0.0
S2159,0.03,BM3 Heme A82F/F87V,0.34,0.14
S2215,0.09,BM3 Heme A82F/F87V,0.93,0.2
S2229,0.12,BM3 Heme A82F/F87V,0.94,0.0
S2293,0.24,BM3 Heme A82F/F87V,0.26,1.09
S2393,0.03,BM3 Heme A82F/F87V,0.33,0.0
S2411,0.05,BM3 Heme A82F/F87V,0.67,0.0
S2446,0.02,BM3 Heme A82F/F87V,0.11,0.0
S2454,0.13,BM3 Heme A82F/F87V,0.87,0.32
S2458,0.04,BM3 Heme A82F/F87V,0.3,0.0
S2466,0.08,BM3 Heme A82F/F87V,0.29,0.0
S2471,0.03,BM3 Heme A82F/F87V,0.38,0.12
S2480,0.03,BM3 Heme A82F/F87V,0.77,0.0
S2481,0.04,BM3 Heme A82F/F87V,0.41,0.0
S2487,0.04,BM3 Heme A82F/F87V,0.94,0.0
S2493,0.04,BM3 Heme A82F/F87V,0.44,0.17
S2497,0.07,BM3 Heme A82F/F87V,0.95,0.17
S2503,0.02,BM3 Heme A82F/F87V,0.32,0.08
S2508,0.1,BM3 Heme A82F/F87V,0.99,0.14
S2515,0.02,BM3 Heme A82F/F87V,0.31,0.08
S2521,0.55,BM3 Heme A82F/F87V,0.27,2.55
S2527,0.09,BM3 Heme A82F/F87V,0.13,0.57
